"model_id","reference_datetime","datetime","variable","prediction"
"GLM-AED",2022-01-01 12:00:00,2022-01-01,"chlorophyll-a",9.10111886013986
"GLM-AED",2022-01-01 12:00:00,2022-01-02,"chlorophyll-a",7.91969305669185
"GLM-AED",2022-01-01 12:00:00,2022-01-03,"chlorophyll-a",7.74330573113722
"GLM-AED",2022-01-01 12:00:00,2022-01-04,"chlorophyll-a",7.63941055674245
"GLM-AED",2022-01-01 12:00:00,2022-01-05,"chlorophyll-a",7.62385858204845
"GLM-AED",2022-01-01 12:00:00,2022-01-06,"chlorophyll-a",7.5440521573
"GLM-AED",2022-01-01 12:00:00,2022-01-07,"chlorophyll-a",7.47683283087069
"GLM-AED",2022-01-01 12:00:00,2022-01-08,"chlorophyll-a",7.46910302217624
"GLM-AED",2022-01-01 12:00:00,2022-01-09,"chlorophyll-a",7.45206414870533
"GLM-AED",2022-01-01 12:00:00,2022-01-10,"chlorophyll-a",7.27567816295041
"GLM-AED",2022-01-01 12:00:00,2022-01-11,"chlorophyll-a",7.28115191301773
"GLM-AED",2022-01-01 12:00:00,2022-01-12,"chlorophyll-a",7.48969189894141
"GLM-AED",2022-01-01 12:00:00,2022-01-13,"chlorophyll-a",7.31684105771571
"GLM-AED",2022-01-01 12:00:00,2022-01-14,"chlorophyll-a",7.28730779083
"GLM-AED",2022-01-01 12:00:00,2022-01-15,"chlorophyll-a",7.32922766069567
"GLM-AED",2022-01-01 12:00:00,2022-01-16,"chlorophyll-a",7.53384799029045
"GLM-AED",2022-01-01 12:00:00,2022-01-17,"chlorophyll-a",7.12517740814763
"GLM-AED",2022-01-01 12:00:00,2022-01-18,"chlorophyll-a",7.01932268513514
"GLM-AED",2022-01-01 12:00:00,2022-01-19,"chlorophyll-a",7.27644378897034
"GLM-AED",2022-01-01 12:00:00,2022-01-20,"chlorophyll-a",6.80017485702556
"GLM-AED",2022-01-01 12:00:00,2022-01-21,"chlorophyll-a",6.93859066623731
"GLM-AED",2022-01-01 12:00:00,2022-01-22,"chlorophyll-a",7.35850363560666
"GLM-AED",2022-01-01 12:00:00,2022-01-23,"chlorophyll-a",7.50102179807319
"GLM-AED",2022-01-01 12:00:00,2022-01-24,"chlorophyll-a",7.42987603216008
"GLM-AED",2022-01-01 12:00:00,2022-01-25,"chlorophyll-a",7.77942952095852
